Shopname,CustID,ProductID,Quantity
Shop1,40,54,704
Shop1,87,22,27
Shop1,37,12,371
Shop1,93,56,965
Shop1,78,1,274
Shop1,40,49,254
Shop1,65,46,293
Shop1,98,54,992
Shop1,16,1,738
Shop1,60,17,762
Shop1,96,38,746
Shop1,23,30,997
Shop1,20,1,579
Shop1,34,12,957
Shop1,61,29,909
Shop1,99,59,300
Shop1,71,18,48
Shop1,44,77,730
Shop1,87,50,213
Shop1,59,67,438
Shop1,20,33,546
Shop1,33,21,977
Shop1,48,6,805
Shop1,80,71,614
Shop1,75,23,792
Shop1,54,72,419
Shop1,50,52,243
Shop1,78,10,108
Shop1,40,52,660
Shop1,48,19,491
Shop1,56,70,499
Shop1,86,25,935
Shop1,60,6,935
Shop1,77,2,436
Shop1,85,52,794
Shop1,59,64,134
Shop1,37,20,979
Shop1,48,46,690
Shop1,52,25,31
Shop1,80,12,135
Shop1,24,51,341
Shop1,91,53,206
Shop1,11,62,737
Shop1,33,8,959
Shop1,31,71,760
Shop1,62,11,532
Shop1,68,4,326
Shop1,25,36,244
Shop1,23,44,754
Shop1,95,78,166
Shop1,11,69,354
Shop1,21,9,580
Shop1,75,58,106
Shop1,62,58,80
Shop1,63,23,32
Shop1,59,52,87
Shop1,67,3,962
Shop1,53,42,216
Shop1,100,20,766
Shop1,69,19,811
Shop1,45,32,60
Shop1,57,63,293
Shop1,33,19,833
Shop1,8,74,186
Shop1,71,18,743
Shop1,94,79,376
Shop1,40,13,447
Shop1,97,73,613
Shop1,5,28,849
Shop1,28,80,367
Shop1,54,45,511
Shop1,76,51,88
Shop1,1,42,407
Shop1,99,63,900
Shop1,98,69,205
Shop1,51,45,784
Shop1,19,41,236
Shop1,75,1,992
Shop1,98,59,250
Shop1,93,66,559
Shop1,30,20,999
Shop1,85,76,329
Shop1,10,50,261
Shop1,11,21,556
Shop1,18,48,171
Shop1,74,52,123
Shop1,80,56,965
Shop1,2,36,275
Shop1,96,56,509
Shop1,63,66,189
Shop1,11,74,323
Shop1,1,36,884
Shop1,44,42,193
Shop1,51,18,118
Shop1,20,20,654
Shop1,31,61,971
Shop1,13,43,644
Shop1,12,21,350
Shop1,26,40,786
Shop1,100,63,475
Shop1,17,43,279
Shop1,22,70,359
Shop1,25,4,41
Shop1,76,18,178
Shop1,1,76,992
Shop1,22,25,248
Shop1,46,24,441
Shop1,48,1,851
Shop1,13,14,94
Shop1,59,2,701
Shop1,18,24,14
Shop1,88,45,993
Shop1,6,17,658
Shop1,90,66,459
Shop1,35,33,338
Shop1,9,21,988
Shop1,46,19,844
Shop1,80,29,359
Shop1,85,19,633
Shop1,46,1,537
Shop1,48,37,691
Shop1,57,25,365
Shop1,30,34,684
Shop1,7,24,318
Shop1,82,22,166
Shop1,82,5,89
Shop1,5,20,703
Shop1,45,1,14
Shop1,15,60,869
Shop1,38,67,876
Shop1,37,61,916
Shop1,85,51,150
Shop1,32,18,772
Shop1,46,74,769
Shop1,94,5,189
Shop1,52,44,561
Shop1,78,71,686
Shop1,80,6,456
Shop1,40,16,333
Shop1,23,38,788
Shop1,12,28,792
Shop1,94,68,727
Shop1,64,34,979
Shop1,95,14,277
Shop1,18,33,597
Shop1,36,55,915
Shop1,67,30,922
Shop1,22,73,902
Shop1,58,44,999
Shop1,87,61,441
Shop1,86,16,746
Shop1,90,30,126
Shop1,60,75,846
Shop1,63,45,713
Shop1,84,77,273
Shop1,53,64,931
Shop1,30,47,395
Shop1,73,69,438
Shop1,17,61,948
Shop1,18,55,614
Shop1,84,34,471
Shop1,62,54,749
Shop1,11,12,714
Shop1,7,37,583
Shop1,49,2,827
Shop1,37,67,530
Shop1,11,16,188
Shop1,21,64,417
Shop1,40,39,279
Shop1,26,48,867
Shop1,84,12,44
Shop1,15,56,692
Shop1,59,56,601
Shop1,14,39,711
Shop1,36,43,492
Shop1,61,50,372
Shop1,93,33,897
Shop1,67,73,560
Shop1,98,17,522
Shop1,13,21,13
Shop1,91,10,292
Shop1,59,62,346
Shop1,71,22,223
Shop1,67,1,508
Shop1,78,59,196
Shop1,30,77,595
Shop1,16,20,979
Shop1,66,37,716
Shop1,77,15,186
Shop1,88,25,490
Shop1,41,52,673
Shop1,79,34,23
Shop1,26,46,684
Shop1,25,74,561
Shop1,21,76,198
Shop1,95,44,642
Shop1,57,74,70
Shop1,33,73,456
Shop1,23,42,585
Shop1,38,8,387
Shop1,18,65,680
Shop1,27,72,541
Shop1,50,24,950
Shop1,51,18,598
Shop1,44,31,311
Shop1,86,28,973
Shop1,39,78,109
Shop1,97,19,977
Shop1,53,12,341
Shop1,23,45,407
Shop1,38,37,320
Shop1,39,25,259
Shop1,76,56,418
Shop1,6,78,550
Shop1,95,62,963
Shop1,54,24,922
Shop1,44,32,877
Shop1,18,55,475
Shop1,49,58,208
Shop1,88,36,436
Shop1,48,1,547
Shop1,23,35,903
Shop1,60,25,819
Shop1,24,39,74
Shop1,90,48,521
Shop1,20,40,473
Shop1,97,79,147
Shop1,9,24,780
Shop1,1,59,645
Shop1,69,62,543
Shop1,71,74,143
Shop1,4,3,265
Shop1,69,69,80
Shop1,65,48,83
Shop1,60,61,819
Shop1,11,58,208
Shop1,32,41,174
Shop1,17,55,878
Shop1,26,29,49
Shop1,94,64,279
Shop1,64,3,138
Shop1,54,6,518
Shop1,47,66,912
Shop1,38,70,586
Shop1,25,51,626
Shop1,96,47,452
Shop1,90,2,881
Shop1,90,20,201
Shop1,11,34,240
Shop1,15,72,874
Shop1,75,7,198
Shop1,58,8,469
Shop1,37,66,273
Shop1,29,6,153
Shop1,21,22,566
Shop1,53,4,59
Shop1,33,37,632
Shop1,13,64,228
Shop1,69,6,973
Shop1,31,21,944
Shop1,88,67,846
Shop1,6,42,513
Shop1,12,53,993
Shop1,12,42,937
Shop1,100,62,374
Shop1,69,21,729
Shop1,81,18,245
Shop1,19,53,856
Shop1,18,78,103
Shop1,86,10,450
Shop1,87,23,918
Shop1,73,76,958
Shop1,22,16,905
Shop1,53,9,138
Shop1,94,75,304
Shop1,14,62,980
Shop1,39,61,478
Shop1,94,51,53
Shop1,99,16,173
Shop1,36,36,833
Shop1,76,57,390
Shop1,76,16,573
Shop1,70,80,570
Shop1,17,54,911
Shop1,81,11,260
Shop1,53,52,273
Shop1,28,73,180
Shop1,24,52,859
Shop1,15,10,408
Shop1,89,65,426
Shop1,40,70,839
Shop1,76,33,730
Shop1,96,6,4
Shop1,78,79,621
Shop1,66,22,32
Shop1,6,67,573
Shop1,16,25,823
Shop1,64,77,675
Shop1,54,68,329
Shop1,63,5,730
Shop1,99,36,123
Shop1,100,49,227
Shop1,44,16,663
Shop1,53,69,440
Shop1,58,8,896
Shop1,17,61,96
Shop1,38,21,159
Shop1,72,24,751
Shop1,42,42,859
Shop1,21,31,871
Shop1,40,16,853
Shop1,43,16,279
Shop1,47,7,976
Shop1,91,30,77
Shop1,29,12,140
Shop1,37,24,915
Shop1,42,27,84
Shop1,8,12,838
Shop1,58,44,97
Shop1,39,2,319
Shop1,19,17,336
Shop1,24,25,35
Shop1,77,77,30
Shop1,23,55,799
Shop1,31,1,623
Shop1,67,20,699
Shop1,92,49,581
Shop1,76,77,67
Shop1,96,50,976
Shop1,50,14,657
Shop1,45,31,615
Shop1,39,57,350
Shop1,83,51,65
Shop1,76,41,381
Shop1,88,49,792
Shop1,46,5,396
Shop1,66,20,480
Shop1,27,72,447
Shop1,36,26,288
Shop1,61,61,73
Shop1,36,18,239
Shop1,49,80,129
Shop1,85,75,522
Shop1,65,4,539
Shop1,24,20,236
Shop1,76,26,313
Shop1,32,36,975
Shop1,75,17,293
Shop1,28,7,820
Shop1,67,30,207
Shop1,3,57,264
Shop1,51,4,877
Shop1,92,75,600
Shop1,86,36,168
Shop1,35,12,572
Shop1,82,66,530
Shop1,93,31,767
Shop1,10,44,461
Shop1,83,18,279
Shop1,65,13,725
Shop1,92,17,832
Shop1,12,64,783
Shop1,23,45,270
Shop1,12,34,282
Shop1,12,64,519
Shop1,49,75,78
Shop1,28,35,838
Shop1,78,48,500
Shop1,62,29,873
Shop1,64,70,363
Shop1,75,7,401
Shop1,47,42,759
Shop1,93,55,181
Shop1,6,40,167
Shop1,80,61,397
Shop1,74,35,963
Shop1,17,66,286
Shop1,86,25,589
Shop1,35,46,698
Shop1,57,19,360
Shop1,29,78,121
Shop1,83,35,4
Shop1,34,53,725
Shop1,98,4,443
Shop1,12,22,941
Shop1,52,38,94
Shop1,98,1,104
Shop1,80,29,931
Shop1,74,63,692
Shop1,14,22,47
Shop1,92,77,239
Shop1,16,63,212
Shop1,55,14,261
Shop1,38,44,613
Shop1,55,56,515
Shop1,16,56,113
Shop1,18,46,28
Shop1,100,36,87
Shop1,73,58,68
Shop1,38,35,429
Shop1,62,44,116
Shop1,40,29,278
Shop1,29,59,96
Shop1,17,11,303
Shop1,56,2,108
Shop1,19,77,128
Shop1,70,16,586
Shop1,20,52,322
Shop1,78,60,666
Shop1,59,31,800
Shop1,76,56,51
Shop1,77,41,31
Shop1,86,30,533
Shop1,30,43,861
Shop1,99,14,463
Shop1,59,24,524
Shop1,86,33,758
Shop1,59,64,511
Shop1,49,63,998
Shop1,66,72,801
Shop1,78,51,734
Shop1,15,20,829
Shop1,75,63,450
Shop1,30,30,733
Shop1,80,55,670
Shop1,81,42,492
Shop1,39,46,314
Shop1,67,48,675
Shop1,96,70,539
Shop1,16,66,646
Shop1,35,41,452
Shop1,42,8,117
Shop1,91,75,304
Shop1,60,46,283
Shop1,42,42,109
Shop1,98,56,160
Shop1,76,59,305
Shop1,75,72,873
Shop1,68,74,620
Shop1,5,4,121
Shop1,67,72,128
Shop1,80,12,887
Shop1,23,42,700
Shop1,33,39,171
Shop1,78,50,76
Shop1,77,69,400
Shop1,32,47,489
Shop1,39,59,606
Shop1,63,28,463
Shop1,74,22,63
Shop1,70,25,726
Shop1,55,60,136
Shop1,68,29,448
Shop1,48,29,455
Shop1,71,72,424
Shop1,60,76,482
Shop1,87,63,918
Shop1,32,3,131
Shop1,50,47,297
Shop1,5,60,513
Shop1,13,25,99
Shop1,69,24,575
Shop1,60,80,876
Shop1,35,40,258
Shop1,10,36,67
Shop1,2,50,769
Shop1,34,1,806
Shop1,5,48,281
Shop1,74,7,188
Shop1,9,79,164
Shop1,36,2,220
Shop1,87,37,163
Shop1,37,74,681
Shop1,75,53,537
Shop1,30,39,290
Shop1,77,10,186
Shop1,39,33,64
Shop1,78,77,477
Shop1,1,7,178
Shop1,77,6,778
Shop1,81,74,86
Shop1,91,55,110
Shop1,54,38,484
Shop1,86,49,789
Shop1,41,72,986
Shop1,49,26,154
Shop1,93,6,100
Shop1,23,49,327
Shop1,14,21,484
Shop1,28,57,435
Shop1,20,10,954
Shop1,66,66,607
Shop1,30,46,805
Shop1,24,65,634
Shop1,77,78,602
Shop1,9,11,57
Shop1,76,68,299
Shop1,33,14,317
Shop1,35,40,930
Shop1,19,32,899
Shop1,17,48,810
Shop1,16,79,82
Shop1,96,29,330
Shop1,1,77,367
Shop1,45,28,880
Shop1,21,55,145
Shop1,30,24,757
Shop1,98,34,874
Shop1,97,35,178
Shop1,91,11,663
Shop1,71,18,859
Shop1,78,76,614
Shop1,33,74,129
Shop1,56,45,743
Shop1,56,54,61
Shop1,5,54,378
Shop1,17,30,741
Shop1,84,58,282
Shop1,55,21,997
Shop1,39,27,754
Shop1,48,80,887
Shop1,76,67,587
Shop1,37,12,55
Shop1,69,3,345
Shop1,58,24,3
Shop1,70,57,140
Shop1,85,37,988
Shop1,48,38,236
Shop1,17,4,137
Shop1,39,29,848
Shop1,42,58,595
Shop1,84,79,559
Shop1,36,77,621
Shop1,90,74,708
Shop1,66,34,393
Shop1,19,58,832
Shop1,90,80,371
Shop1,95,14,14
Shop1,47,55,884
Shop1,27,6,520
Shop1,39,19,788
Shop1,26,19,983
Shop1,97,57,657
Shop1,74,42,297
Shop1,63,42,672
Shop1,12,14,58
Shop1,61,57,958
Shop1,83,72,450
Shop1,67,3,227
Shop1,90,30,123
Shop1,20,34,612
Shop1,99,6,53
Shop1,68,30,347
Shop1,9,74,378
Shop1,69,12,346
Shop1,37,8,747
Shop1,35,1,735
Shop1,77,49,825
Shop1,50,51,444
Shop1,98,41,284
Shop1,43,52,190
Shop1,86,75,10
Shop1,1,63,531
Shop1,28,3,408
Shop1,54,7,485
Shop1,85,41,43
Shop1,21,15,875
Shop1,20,24,151
Shop1,78,43,681
Shop1,32,75,819
Shop1,33,33,106
Shop1,65,41,242
Shop1,3,34,531
Shop1,8,50,905
Shop1,41,37,577
Shop1,100,13,1000
Shop1,80,76,723
Shop1,68,68,669
Shop1,77,64,757
Shop1,46,46,884
Shop1,55,42,217
Shop1,61,66,939
Shop1,71,54,74
Shop1,48,6,763
Shop1,24,5,709
Shop1,65,46,790
Shop1,19,16,470
Shop1,40,18,930
Shop1,26,38,434
Shop1,78,37,952
Shop1,40,76,655
Shop1,66,62,964
Shop1,77,60,19
Shop1,5,52,827
Shop1,14,29,581
Shop1,18,50,724
Shop1,45,33,931
Shop1,6,67,185
Shop1,75,35,42
Shop1,97,80,982
Shop1,4,30,262
Shop1,20,49,305
Shop1,35,37,572
Shop1,40,9,591
Shop1,91,80,128
Shop1,78,39,578
Shop1,13,69,844
Shop1,13,42,509
Shop1,6,34,830
Shop1,5,37,480
Shop1,58,72,747
Shop1,39,5,552
Shop1,15,21,130
Shop1,40,16,270
Shop1,9,42,44
Shop1,4,35,362
Shop1,36,79,603
Shop1,86,43,822
Shop1,100,31,156
Shop1,57,44,836
Shop1,54,8,879
Shop1,74,79,675
Shop1,74,48,38
Shop1,37,29,60
Shop1,5,80,869
Shop1,2,75,588
Shop1,70,8,442
Shop1,24,16,703
Shop1,23,42,673
Shop1,19,26,753
Shop1,99,11,988
Shop1,79,54,856
Shop1,67,61,778
Shop1,16,73,247
Shop1,82,53,451
Shop1,85,54,392
Shop1,11,3,463
Shop1,5,18,315
Shop1,38,25,497
Shop1,14,63,110
Shop1,39,28,927
Shop1,89,16,704
Shop1,45,24,785
Shop1,13,72,233
Shop1,39,14,662
Shop1,50,19,483
Shop1,78,49,866
Shop1,98,75,203
Shop1,16,47,868
Shop1,54,9,576
Shop1,36,33,651
Shop1,78,58,203
Shop1,53,68,389
Shop1,66,22,653
Shop1,6,11,458
Shop1,21,29,386
Shop1,63,70,644
Shop1,92,64,994
Shop1,7,28,665
Shop1,29,54,491
Shop1,43,76,365
Shop1,89,70,563
Shop1,47,19,909
Shop1,86,46,248
Shop1,6,13,656
Shop1,87,7,658
Shop1,98,26,487
Shop1,44,12,848
Shop1,39,46,901
Shop1,37,24,334
Shop1,48,80,219
Shop1,15,9,707
Shop1,53,55,445
Shop1,22,51,128
Shop1,40,33,425
Shop1,36,4,763
Shop1,7,55,677
Shop1,41,48,574
Shop1,11,34,970
Shop1,35,10,709
Shop1,21,20,211
Shop1,37,51,589
Shop1,84,37,400
Shop1,10,61,781
Shop1,41,12,270
Shop1,12,49,909
Shop1,24,33,192
Shop1,25,41,34
Shop1,40,21,139
Shop1,58,75,551
Shop1,89,10,898
Shop1,45,76,472
Shop1,42,24,615
Shop1,45,24,551
Shop1,24,48,630
Shop1,8,49,888
Shop1,62,70,868
Shop1,74,46,239
Shop1,39,24,810
Shop1,5,50,879
Shop1,13,61,866
Shop1,64,12,746
Shop1,97,76,434
Shop1,15,41,206
Shop1,9,55,665
Shop1,15,80,635
Shop1,97,68,284
Shop1,26,37,454
Shop1,26,72,343
Shop1,66,38,215
Shop1,5,40,523
Shop1,85,51,813
Shop1,23,9,132
Shop1,72,34,406
Shop1,92,30,982
Shop1,30,10,811
Shop1,29,14,518
Shop1,9,55,949
Shop1,85,55,144
Shop1,46,5,879
Shop1,7,20,519
Shop1,38,16,210
Shop1,15,18,380
Shop1,62,38,798
Shop1,94,42,242
Shop1,64,5,951
Shop1,68,19,384
Shop1,99,61,332
Shop1,66,67,980
Shop1,84,4,93
Shop1,62,18,992
Shop1,48,45,724
Shop1,46,18,660
Shop1,15,41,787
Shop1,6,24,641
Shop1,15,60,142
Shop1,4,61,320
Shop1,84,52,971
Shop1,45,59,659
Shop1,15,67,747
Shop1,8,2,510
Shop1,80,24,54
Shop1,17,55,328
Shop1,99,58,645
Shop1,15,80,85
Shop1,65,64,422
Shop1,72,76,290
Shop1,46,9,742
Shop1,42,34,762
Shop1,100,70,115
Shop1,65,9,307
Shop1,94,71,334
Shop1,76,11,51
Shop1,32,14,266
Shop1,55,57,688
Shop1,28,19,175
Shop1,95,43,792
Shop1,89,11,714
Shop1,59,60,835
Shop1,13,66,773
Shop1,51,67,441
Shop1,6,46,673
Shop1,9,2,356
Shop1,31,20,786
Shop1,68,59,541
Shop1,78,67,311
Shop1,27,67,6
Shop1,44,55,554
Shop1,36,57,452
Shop1,74,73,764
Shop1,31,21,404
Shop1,38,57,121
Shop1,62,10,356
Shop1,71,70,267
Shop1,86,65,978
Shop1,44,14,476
Shop1,28,55,900
Shop1,24,35,953
Shop1,97,54,964
Shop1,91,37,205
Shop1,78,34,466
Shop1,1,72,206
Shop1,39,25,477
Shop1,33,74,350
Shop1,81,64,78
Shop1,39,13,498
Shop1,1,50,731
Shop1,39,71,897
Shop1,72,2,294
Shop1,60,19,190
Shop1,60,11,355
Shop1,51,23,106
Shop1,86,62,126
Shop1,54,8,993
Shop1,19,53,531
Shop1,93,44,729
Shop1,86,9,42
Shop1,40,7,527
Shop1,35,64,198
Shop1,23,58,117
Shop1,99,8,514
Shop1,1,3,792
Shop1,90,41,46
Shop1,38,58,257
Shop1,15,4,266
Shop1,2,55,357
Shop1,84,38,258
Shop1,73,23,907
Shop1,87,33,446
Shop1,8,78,575
Shop1,36,41,76
Shop1,43,13,233
Shop1,81,64,377
Shop1,64,58,335
Shop1,87,29,219
Shop1,60,61,669
Shop1,81,16,253
Shop1,14,20,563
Shop1,54,70,994
Shop1,69,14,132
Shop1,17,46,272
Shop1,85,18,46
Shop1,71,51,553
Shop1,37,47,248
Shop1,43,27,126
Shop1,28,12,85
Shop1,73,12,263
Shop1,84,71,824
Shop1,81,25,544
Shop1,62,58,980
Shop1,46,68,478
Shop1,44,49,517
Shop1,99,77,729
Shop1,31,47,503
Shop1,41,44,153
Shop1,6,13,441
Shop1,62,54,969
Shop1,92,32,202
Shop1,89,14,793
Shop1,8,18,310
Shop1,80,41,547
Shop1,7,67,700
Shop1,96,5,58
Shop1,62,49,735
Shop1,46,40,219
Shop1,56,48,43
Shop1,21,70,78
Shop1,93,44,329
Shop1,90,13,18
Shop1,56,61,640
Shop1,31,38,38
Shop1,19,49,453
Shop1,45,75,8
Shop1,19,65,447
Shop1,18,6,46
Shop1,22,44,699
Shop1,81,69,794
Shop1,9,66,700
Shop1,51,63,469
Shop1,19,36,545
Shop1,20,73,105
Shop1,67,74,797
Shop1,56,35,42
Shop1,83,36,82
Shop1,100,59,690
Shop1,72,67,781
Shop1,5,56,961
Shop1,42,60,229
Shop1,36,25,925
Shop1,15,59,357
Shop1,78,51,951
Shop1,61,52,517
Shop1,64,45,155
Shop1,47,27,410
Shop1,3,77,892
Shop1,63,74,213
Shop1,44,26,647
Shop1,63,43,662
Shop1,40,40,43
Shop1,94,11,414
Shop1,39,40,331
Shop1,13,74,326
Shop1,93,76,237
Shop1,85,33,623
Shop1,79,54,50
Shop1,85,37,477
Shop1,64,20,492
Shop1,13,7,359
Shop1,55,32,32
Shop1,73,77,269
Shop1,27,54,549
Shop1,61,57,420
Shop1,93,52,526
Shop1,63,12,168
Shop1,12,23,604
Shop1,25,73,655
Shop1,92,32,216
Shop1,99,50,968
Shop1,49,8,236
Shop1,42,56,352
Shop1,1,36,962
Shop1,24,40,603
Shop1,57,34,998
Shop1,69,35,763
Shop1,83,38,761
Shop1,17,79,535
Shop1,4,37,532
Shop1,7,48,740
Shop1,80,58,442
Shop1,26,66,924
Shop1,9,39,266
Shop1,15,36,60
Shop1,49,18,648
Shop1,22,56,772
Shop1,8,3,782
Shop1,62,48,632
Shop1,57,74,974
Shop1,5,50,812
Shop1,42,55,862
Shop1,17,7,593
Shop1,62,9,839
Shop1,35,53,106
Shop1,74,38,937
Shop1,21,9,121
Shop1,85,35,680
Shop1,87,61,86
Shop1,100,15,239
Shop1,32,67,727
Shop1,81,73,456
Shop1,100,31,129
Shop1,62,46,401
Shop1,6,79,878
Shop1,78,53,157
Shop1,2,68,747
Shop1,2,62,492
Shop1,59,67,873
Shop1,20,6,66
Shop1,19,8,986
Shop1,88,29,598
Shop1,16,23,178
Shop1,63,63,960
Shop1,92,77,829
Shop1,65,54,18
Shop1,71,10,707
Shop1,41,15,152
Shop1,67,1,88
Shop1,30,52,919
Shop1,66,40,976
Shop1,68,43,395
Shop1,68,9,652
Shop1,17,51,968
Shop1,29,59,549
Shop1,93,73,96
Shop1,9,76,866
Shop1,12,31,918
Shop1,94,6,815
Shop1,61,28,80
Shop1,70,13,332
Shop1,64,3,472
Shop1,18,72,811
Shop1,11,74,247
Shop1,48,29,573
Shop1,42,52,902
Shop1,77,72,617
Shop1,91,71,976
Shop1,41,75,670
Shop1,37,59,940
Shop1,38,62,706
Shop1,73,63,895
Shop1,55,53,339
Shop1,42,9,300
Shop1,17,78,648
Shop1,17,42,830
Shop1,2,61,753
Shop1,44,48,909
Shop1,28,31,601
Shop1,69,64,231
Shop1,60,9,974
Shop1,8,2,449
Shop1,83,26,197
Shop1,12,30,225
Shop1,15,67,887
Shop1,71,18,236
Shop1,22,66,718
Shop1,26,20,613
Shop1,4,60,248
Shop1,65,34,676
Shop1,8,18,760
Shop1,80,16,706
Shop1,37,76,718
Shop1,44,10,613
Shop1,61,53,74
Shop1,7,51,712
Shop1,99,16,620
Shop1,19,72,829
Shop1,2,69,786
Shop1,33,67,659
Shop1,33,52,632
Shop1,32,34,698
Shop1,8,30,843
Shop1,54,51,366
Shop1,22,31,658
Shop1,26,12,626
Shop1,13,23,257
Shop1,1,29,901
Shop1,94,59,810
Shop1,34,74,349
Shop1,34,18,546
Shop1,68,9,211
Shop1,55,18,625
Shop1,17,15,469
Shop1,42,15,663
Shop1,78,74,189
Shop1,50,54,529
Shop1,14,1,739
Shop1,85,44,756
Shop1,36,25,421
Shop1,40,10,957
Shop1,52,73,607
Shop1,9,68,153
Shop1,42,1,80
Shop1,20,33,566
Shop1,49,53,349
Shop1,37,68,211
Shop1,38,3,121
Shop1,13,56,622
Shop1,2,40,786
Shop1,17,35,915
Shop1,70,57,853
Shop1,7,55,813
Shop1,20,56,122
Shop1,3,71,528
Shop1,10,42,305
Shop1,45,2,586
Shop1,72,50,770
Shop1,68,10,64
Shop1,66,76,445
Shop1,32,55,468
Shop1,60,8,263
Shop1,57,58,910
Shop1,44,10,329
Shop1,81,37,866
Shop1,15,52,371
Shop1,15,13,604
Shop1,62,6,582
Shop1,84,57,383
Shop1,19,50,467
Shop1,66,35,543
Shop1,34,23,310
Shop1,85,58,902
Shop1,100,20,878
Shop1,63,53,223
Shop1,45,2,582
Shop1,8,26,452
Shop1,42,44,584
Shop1,73,67,575
Shop1,19,24,991
Shop1,3,66,227
Shop1,46,1,14
Shop1,61,48,4
Shop1,58,10,503
Shop1,69,69,123
Shop1,53,2,970
Shop1,57,51,859
Shop1,80,53,916
Shop1,27,3,667
Shop1,12,14,820
Shop1,32,40,306
Shop1,34,13,598
Shop1,69,46,407
Shop1,80,21,52
Shop1,56,58,876
Shop1,73,28,971
Shop1,3,77,550
Shop1,26,28,85
Shop1,39,64,395
Shop1,90,21,279
Shop1,92,54,972
Shop1,82,65,857
Shop1,54,39,505
Shop1,24,8,624
Shop1,23,39,661
Shop1,85,70,228
Shop1,86,61,581
Shop1,81,65,32
Shop1,10,73,190
Shop1,62,36,523
Shop1,37,33,554
Shop1,22,34,442
Shop1,7,80,904
Shop1,46,42,756
Shop1,7,27,936
Shop1,87,31,981
Shop1,84,55,244
Shop1,70,36,52
Shop1,88,36,228
Shop1,60,25,695
Shop1,32,27,933
Shop1,29,11,685
Shop1,78,51,867
Shop1,96,27,64
Shop1,22,55,635
Shop1,21,31,813
Shop1,82,59,945
Shop1,34,45,143
Shop1,3,26,201
Shop1,50,63,573
Shop1,66,58,92
Shop1,88,59,999
Shop1,2,43,712
Shop1,8,48,569
Shop1,79,57,173
Shop1,98,11,305
Shop1,48,49,178
Shop1,89,47,33
Shop1,3,68,815
Shop1,49,52,505
Shop1,56,6,72
Shop1,62,3,17
Shop1,41,65,200
Shop1,23,18,802
Shop1,80,51,705
Shop1,63,70,880
Shop1,29,34,136
Shop1,60,70,479
Shop1,74,12,933
Shop1,93,9,132
Shop1,20,14,11
Shop1,9,66,600
Shop1,85,39,734
Shop1,32,68,282
Shop1,73,29,1000
Shop1,41,68,63
Shop1,84,76,847
Shop1,31,60,797
Shop1,94,1,690
Shop1,65,71,209
Shop1,95,16,907
Shop1,91,46,578
Shop1,38,48,214
Shop1,57,17,812
Shop1,10,44,339
Shop1,23,66,510
Shop1,40,61,4
Shop1,40,38,179
Shop1,73,64,725
Shop1,98,77,611
Shop1,20,59,337
Shop1,94,14,411
Shop1,8,76,350
Shop1,78,44,147
Shop1,76,76,107
Shop1,68,39,462
Shop1,26,71,288
Shop1,58,24,750
Shop1,85,34,478
Shop1,82,64,638
Shop1,41,62,573
Shop1,58,56,80
Shop1,14,40,511
Shop1,74,67,465
Shop1,1,74,817
Shop1,57,28,968
Shop1,68,53,302
Shop1,13,67,524
Shop1,52,47,41
Shop1,56,40,126
Shop1,3,80,756
Shop1,46,8,863
Shop1,55,22,461
Shop1,14,2,615
Shop1,81,18,780
Shop1,87,50,904
Shop1,16,29,582
Shop1,5,62,112
Shop1,54,72,441
Shop1,69,15,504
Shop1,78,53,109
Shop1,8,14,775
Shop1,37,6,480
Shop1,75,22,814
Shop1,11,45,981
Shop1,18,46,65
Shop1,69,74,536
Shop1,68,29,978
Shop1,34,56,184
Shop1,74,16,344
Shop1,28,3,443
Shop1,84,10,439
Shop1,24,76,968
Shop1,55,30,274
Shop1,39,6,142
Shop1,35,58,667
Shop1,40,49,657
Shop1,95,16,218
Shop1,18,44,928
Shop1,83,19,540
Shop1,83,79,375
Shop1,48,52,753
Shop1,50,74,116
Shop1,100,12,361
Shop1,83,27,760
Shop1,34,9,217
Shop1,35,4,588
Shop1,89,22,583
Shop1,86,38,85
Shop1,50,20,861
Shop1,36,17,233
Shop1,95,75,759
Shop1,72,39,121
Shop1,66,78,648
Shop1,75,22,846
Shop1,51,21,9
Shop1,57,73,607
Shop1,85,5,83
Shop1,70,66,798
Shop1,18,4,429
Shop1,61,7,314
Shop1,21,16,627
Shop1,44,47,534
Shop1,73,66,336
Shop1,65,38,399
Shop1,4,69,249
Shop1,57,62,878
Shop1,81,36,47
Shop1,83,72,43
Shop1,42,52,565
Shop1,22,15,74
Shop1,54,4,61
Shop1,80,63,287
Shop1,91,15,683
Shop1,92,57,574
Shop1,26,79,4
Shop1,87,58,446
Shop1,15,59,434
Shop1,98,62,757
Shop1,55,11,546
Shop1,43,75,589
Shop1,53,57,68
Shop1,1,2,999
Shop1,13,73,686
Shop1,85,14,251
Shop1,35,77,716
Shop1,28,66,899
Shop1,2,17,339
Shop1,84,13,797
Shop1,8,51,11
Shop1,55,55,877
Shop1,36,60,16
Shop1,21,52,763
Shop1,2,42,167
Shop1,14,69,928
Shop1,96,19,640
Shop1,18,28,920
Shop1,54,61,600
Shop1,40,25,937
Shop1,14,33,71
Shop1,36,44,902
Shop1,73,79,777
Shop1,92,20,687
Shop1,89,69,845
Shop1,94,24,849
Shop1,56,39,430
Shop1,33,8,517
Shop1,56,48,862
Shop1,94,79,796
Shop1,7,4,572
Shop1,2,22,504
Shop1,38,33,381
Shop1,75,18,350
