ShopName,Quantity,CustomerName,Product,CustomerAddress
Shop1,453,"Griffith Paving and Sealcoatin","Product 37","3344 Beachwood Ln., TX"
Shop1,447,"Nirabi Auto Service","Product 45","14836 W. River Oaks Dr., AR"
Shop1,646,"New Dehli Auto Exchange","Product 38","618 Sheriden rd., KY"
Shop1,147,"Schmidt Denists","Product 29","245 Oakridge Ave., VT"
Shop1,829,"Arthur M. Feildberg Galleries","Product 44","1752 Clinton Ave., CO"
Shop1,493,"Deer Lake Inn","Product 10","3901 Chester Ave. Apt. 3C, WY"
Shop1,428,"Quad City Cleaning","Product 43","2600 Winsor Mall, OR"
Shop1,943,"Michael Montgomery Hair Saloon","Product 22","1575 Oak Ave.  Apt. 2C, DE"
Shop1,491,"Kermit the Pet Shop","Product 39","1077 Court Ave., MN"
Shop1,630,"Childress Child Day Care","Product 30","367Bluebird Terr., WV"
Shop1,98,"Vanity Town","Product 41","242 Ashland Ave., IN"
Shop1,928,"Yale Remins Temp Agency","Product 47","2922 Twin Oaks Drive, TX"
Shop1,299,"Arthur M. Feildberg Galleries","Product 47","1752 Clinton Ave., CO"
Shop1,801,"Johnson, Erico & Co CPA's","Product 32",
Shop1,616,"Resnick DDS","Product 28","917 Fairview Ave.  Apt. 982, GA"
Shop1,31,"Nitelites Party Rental","Product 43","1799 Rosemary Way, MN"
Shop1,862,"New Dehli Auto Exchange","Product 26","618 Sheriden rd., KY"
Shop1,661,"Resnick DDS","Product 3","917 Fairview Ave.  Apt. 982, GA"
Shop1,534,"New Dehli Auto Exchange","Product 16","618 Sheriden rd., KY"
Shop1,228,"Car Suite Cleaners","Product 5","218 Oakridge Ave., ID"
Shop1,271,"Foy Aviation","Product 29","1679 McCraren, MA"
Shop1,492,"Glenn Oaks Office Supplies","Product 28","1831 Beverly Place #9D, NH"
Shop1,595,"Shaggy's Grooming Services","Product 4","334 Lynn Terrace, OR"
Shop1,542,"Johnson, Erico & Co CPA's","Product 30",
Shop1,905,"Nitelites Party Rental","Product 41","1799 Rosemary Way, MN"
Shop1,376,"Glenn Oaks Office Supplies","Product 33","1831 Beverly Place #9D, NH"
Shop1,156,"Yale Remins Temp Agency","Product 40","2922 Twin Oaks Drive, TX"
Shop1,916,"Eva Galler Galleries Inc.","Product 29","505 N. Frances St., NH"
Shop1,11,"Moveit Motercycle Service","Product 7","1831 Beverly Place #9D, NY"
Shop1,831,"BBQ Smith's Tex Mex","Product 40","1155 Ridgewood Drive, FL"
Shop1,760,"Gordon & Son Brockerage Ltd.","Product 12","1912 Old Briar Lane #2, KY"
Shop1,552,"Elm Place Business Supplies","Product 10","1839 McCraren Rd., CO"
Shop1,970,"Nyman Interior Design","Product 27","115 Judson Rd., OR"
Shop1,976,"Kermit the Pet Shop","Product 19","1077 Court Ave., MN"
Shop1,113,"Truck-X Muffler Repair","Product 15","465 Stratford Rd., CA"
Shop1,943,"Glenn Oaks Office Supplies","Product 48","1831 Beverly Place #9D, NH"
Shop1,277,"Glenwood Credit Union","Product 38","3385 University Ave., HI"
Shop1,164,"Masterlands Cleaning","Product 9","433 Burton Ave., DE"
Shop1,584,"Highland Woods City Hall","Product 16","2644 Princeton Ln., MA"
Shop1,65,"Salt & Pepper Catering Service","Product 20","42 Valley Rd., AK"
Shop1,445,"Kermit the Pet Shop","Product 5","1077 Court Ave., MN"
Shop1,983,"Nitelites Party Rental","Product 47","1799 Rosemary Way, MN"
Shop1,391,"Park District Of America","Product 38","456 Groverland Ave., ME"
Shop1,213,"Caranisco Homes","Product 4","244 Briar Ln, ND"
Shop1,175,"Mail Boxes Et. Al.","Product 15","2112 Ravine Drive, WY"
Shop1,904,"Pete's Auto Repair","Product 3","1550 Ridge Rd., TN"
Shop1,722,"Pete's Auto Repair","Product 38","1550 Ridge Rd., TN"
Shop1,273,"Tub's Furniture Store","Product 4","788 Tennyson Ave., MI"
Shop1,151,"American Deli Workers Union","Product 6","4522 N. Greenview Apt. 1B, AZ"
Shop1,165,"Elle Hypnosis and Therapy Cent","Product 43","1450 Harding Ave., LA"
Shop1,334,"Foy Aviation","Product 9","1679 McCraren, MA"
Shop1,884,"Childress Child Day Care","Product 30","367Bluebird Terr., WV"
Shop1,461,"Glenn Oaks Office Supplies","Product 17","1831 Beverly Place #9D, NH"
Shop1,588,"Trapezoid Studios","Product 2","3150 Skokie Valley Rd., KS"
Shop1,612,"Green Bay Travel Services","Product 18","1679 McCraren, SC"
Shop1,142,"Metro Appliance Service","Product 37","1245 Eastwood, CA"
Shop1,447,"Pete's Auto Repair","Product 33","1550 Ridge Rd., TN"
Shop1,617,"Glenwood Credit Union","Product 31","3385 University Ave., HI"
Shop1,800,"American Deli Workers Union","Product 50","4522 N. Greenview Apt. 1B, AZ"
Shop1,542,"Acturial Enterprises Ltd.","Product 25","3901 Chester Ave. Apt. 3C, FL"
Shop1,759,"Brand Y Creative Services","Product 50","10 Marquette Rd., DE"
Shop1,666,"Nyman Interior Design","Product 35","115 Judson Rd., OR"
Shop1,280,"Peterson Roberts Carpentry","Product 14","2224 Sherman Rd., GA"
Shop1,101,"Trapezoid Studios","Product 13","3150 Skokie Valley Rd., KS"
Shop1,357,"Childress Child Day Care","Product 29","367Bluebird Terr., WV"
Shop1,152,"American Deli Workers Union","Product 33","4522 N. Greenview Apt. 1B, AZ"
Shop1,846,"Mail Boxes Et. Al.","Product 28","2112 Ravine Drive, WY"
Shop1,138,"Lennox Air Pollution Control","Product 21","600 Central Ave, ND"
Shop1,191,"Nitelites Party Rental","Product 26","1799 Rosemary Way, MN"
Shop1,581,"New Dehli Auto Exchange","Product 5","618 Sheriden rd., KY"
Shop1,495,"Highland Woods City Hall","Product 30","2644 Princeton Ln., MA"
Shop1,149,"Glenn Oaks Office Supplies","Product 38","1831 Beverly Place #9D, NH"
Shop1,603,"Glenn Oaks Office Supplies","Product 37","1831 Beverly Place #9D, NH"
Shop1,889,"Crossroads Construction, Inc.","Product 42",
Shop1,863,"Elle Hypnosis and Therapy Cent","Product 4","1450 Harding Ave., LA"
Shop1,218,"Griffith Paving and Sealcoatin","Product 12","3344 Beachwood Ln., TX"
Shop1,387,"DBN Bank","Product 33","2936 Arlington Ave., ME"
Shop1,784,"Dean Barnett Furniture Repair","Product 9","425 Lake Ave., WY"
Shop1,730,"Acturial Enterprises Ltd.","Product 5","3901 Chester Ave. Apt. 3C, FL"
Shop1,285,"Elle Hypnosis and Therapy Cent","Product 12","1450 Harding Ave., LA"
Shop1,358,"Kermit the Pet Shop","Product 13","1077 Court Ave., MN"
Shop1,30,"Car Suite Cleaners","Product 15","218 Oakridge Ave., ID"
Shop1,150,"Rythmics Ltd.","Product 5","1839 McCraren Rd., IL"
Shop1,751,"janice Mann Accounting Service","Product 2","965 Marion Place Apt. 65C, NH"
Shop1,469,"Resnick DDS","Product 25","917 Fairview Ave.  Apt. 982, GA"
Shop1,202,"Glassman & Stone","Product 4","669 Kikaid, SD"
Shop1,370,"Masterlands Cleaning","Product 46","433 Burton Ave., DE"
Shop1,68,"Crossroads Construction, Inc.","Product 27",
Shop1,491,"Tub's Furniture Store","Product 23","788 Tennyson Ave., MI"
Shop1,820,"Salt & Pepper Catering Service","Product 12","42 Valley Rd., AK"
Shop1,317,"Griffith Paving and Sealcoatin","Product 16","3344 Beachwood Ln., TX"
Shop1,683,"Lee Stairworks and Carpentry,","Product 29",
Shop1,108,"Doll House Rock","Product 20","54 Lakeview Terrace, NY"
Shop1,771,"Facelift Kitchen and Bath","Product 33","1233 Arbor Rd., AK"
Shop1,543,"George Lee Antiques","Product 43","244 Briar Ln, CT"
Shop1,804,"Funnyface Amusement Games","Product 12","600 Central Ave, MT"
Shop1,167,"Highland Heights Gift Shop","Product 47","872 Virginia Rd., LA"
Shop1,300,"Toggle & Myerson Ltd","Product 20","581 Hill St. Apt. 234, WY"
Shop1,669,"Glenwood Credit Union","Product 6","3385 University Ave., HI"
Shop1,97,"Doerner's Awnings and Canopies","Product 48","1795 Lake Cook Rd., AR"
Shop1,730,"Elle Hypnosis and Therapy Cent","Product 34","1450 Harding Ave., LA"
Shop1,514,"Glenn Oaks Office Supplies","Product 15","1831 Beverly Place #9D, NH"
Shop1,138,"Car Suite Cleaners","Product 15","218 Oakridge Ave., ID"
Shop1,111,"Shaggy's Grooming Services","Product 48","334 Lynn Terrace, OR"
Shop1,939,"Elm Place Business Supplies","Product 17","1839 McCraren Rd., CO"
Shop1,433,"Bill's Dive Shop","Product 35","1954 First St., AZ"
Shop1,220,"Quad City Cleaning","Product 27","2600 Winsor Mall, OR"
Shop1,644,"Brand Y Creative Services","Product 29","10 Marquette Rd., DE"
Shop1,404,"Elle Hypnosis and Therapy Cent","Product 25","1450 Harding Ave., LA"
Shop1,317,"Masterlands Cleaning","Product 14","433 Burton Ave., DE"
Shop1,794,"Salt & Pepper Catering Service","Product 48","42 Valley Rd., AK"
Shop1,577,"Tub's Furniture Store","Product 49","788 Tennyson Ave., MI"
Shop1,726,"Shaggy's Grooming Services","Product 20","334 Lynn Terrace, OR"
Shop1,114,"Trapezoid Studios","Product 31","3150 Skokie Valley Rd., KS"
Shop1,868,"Nitelites Party Rental","Product 3","1799 Rosemary Way, MN"
Shop1,289,"Pivot Point College","Product 29","1077 Court Ave., DC"
Shop1,576,"Quad City Cleaning","Product 41","2600 Winsor Mall, OR"
Shop1,143,"Dean Barnett Furniture Repair","Product 49","425 Lake Ave., WY"
Shop1,154,"Bako Delicatessen","Product 45","618 Sheriden rd., UT"
Shop1,390,"Kermit the Pet Shop","Product 29","1077 Court Ave., MN"
Shop1,760,"Cutter Lawn Mower Repair","Product 27","965 Marion Place Apt. 65C, MT"
Shop1,856,"Bill's Dive Shop","Product 22","1954 First St., AZ"
Shop1,232,"Griffith Paving and Sealcoatin","Product 8","3344 Beachwood Ln., TX"
Shop1,284,"Green Bay Travel Services","Product 2","1679 McCraren, SC"
Shop1,111,"Toggle & Myerson Ltd","Product 33","581 Hill St. Apt. 234, WY"
Shop1,113,"Parties Galore Golf Course","Product 44","629 Kincaid Ave., CT"
Shop1,675,"Truck-X Muffler Repair","Product 29","465 Stratford Rd., CA"
Shop1,758,"Doll House Rock","Product 4","54 Lakeview Terrace, NY"
Shop1,503,"Air Mexico","Product 31","2505 Allison ct., NJ"
Shop1,23,"Johnson, Erico & Co CPA's","Product 29",
Shop1,610,"Darcy Frame and Matting Servic","Product 17","12 Broadview Lane, TX"
Shop1,8,"Caranisco Homes","Product 7","244 Briar Ln, ND"
Shop1,508,"North West Gas Co.","Product 3","3148 cottonwood Ct., AK"
Shop1,486,"Lennox Air Pollution Control","Product 34","600 Central Ave, ND"
Shop1,725,"BBQ Smith's Tex Mex","Product 2","1155 Ridgewood Drive, FL"
Shop1,919,"Eva Galler Galleries Inc.","Product 6","505 N. Frances St., NH"
Shop1,292,"Moveit Motercycle Service","Product 48","1831 Beverly Place #9D, NY"
Shop1,390,"Lambert & Locke Legal Services","Product 50","1077 Court Ave., AR"
Shop1,628,"Green Bay Travel Services","Product 45","1679 McCraren, SC"
Shop1,546,"Shaggy's Grooming Services","Product 43","334 Lynn Terrace, OR"
Shop1,377,"Bako Delicatessen","Product 45","618 Sheriden rd., UT"
Shop1,267,"Glassman & Stone","Product 23","669 Kikaid, SD"
Shop1,926,"Kermit the Pet Shop","Product 5","1077 Court Ave., MN"
Shop1,944,"Yale Remins Temp Agency","Product 50","2922 Twin Oaks Drive, TX"
Shop1,262,"North West Gas Co.","Product 16","3148 cottonwood Ct., AK"
Shop1,343,"Parkway Auto Body","Product 42","1831 Beverly Place #9D, AK"
Shop1,372,"Brand Y Creative Services","Product 8","10 Marquette Rd., DE"
Shop1,397,"Lee Stairworks and Carpentry,","Product 2",
Shop1,329,"Bee Line Publishing","Product 15","3344 Beachwood Ln., AK"
Shop1,814,"Michael Montgomery Hair Saloon","Product 38","1575 Oak Ave.  Apt. 2C, DE"
Shop1,704,"Crossroads Construction, Inc.","Product 32",
Shop1,877,"Acturial Enterprises Ltd.","Product 26","3901 Chester Ave. Apt. 3C, FL"
Shop1,823,"Michael Montgomery Hair Saloon","Product 13","1575 Oak Ave.  Apt. 2C, DE"
Shop1,493,"Mergenthaler Inc.","Product 44","1859 Green Bay Rd., VT"
Shop1,834,"Truck-X Muffler Repair","Product 4","465 Stratford Rd., CA"
Shop1,528,"Pete's Auto Repair","Product 45","1550 Ridge Rd., TN"
Shop1,97,"Dean Barnett Furniture Repair","Product 48","425 Lake Ave., WY"
Shop1,943,"Darcy Frame and Matting Servic","Product 33","12 Broadview Lane, TX"
Shop1,10,"Bill's Dive Shop","Product 25","1954 First St., AZ"
Shop1,562,"Johnson, Erico & Co CPA's","Product 34",
Shop1,584,"Crossroads Construction, Inc.","Product 40",
Shop1,889,"Shaggy's Grooming Services","Product 29","334 Lynn Terrace, OR"
Shop1,9,"Resnick DDS","Product 43","917 Fairview Ave.  Apt. 982, GA"
Shop1,501,"Acturial Enterprises Ltd.","Product 19","3901 Chester Ave. Apt. 3C, FL"
Shop1,81,"janice Mann Accounting Service","Product 20","965 Marion Place Apt. 65C, NH"
Shop1,58,"Gordon & Son Brockerage Ltd.","Product 19","1912 Old Briar Lane #2, KY"
Shop1,272,"Doll House Rock","Product 45","54 Lakeview Terrace, NY"
Shop1,579,"Glenwood Credit Union","Product 26","3385 University Ave., HI"
Shop1,12,"Crossroads Construction, Inc.","Product 22",
Shop1,271,"Childress Child Day Care","Product 7","367Bluebird Terr., WV"
Shop1,987,"Cradle the Call","Product 14","42 Valley Rd., PA"
Shop1,410,"Got It All Electronics Supply","Product 31","550 Sheridan, NV"
Shop1,140,"Salt & Pepper Catering Service","Product 15","42 Valley Rd., AK"
Shop1,899,"George Lee Antiques","Product 16","244 Briar Ln, CT"
Shop1,873,"Acme Chemical Supply","Product 31","201-C Frontage Rd., VT"
Shop1,18,"Gourmet the Frog","Product 16","970 Vilas Circle, CA"
Shop1,747,"Car Suite Cleaners","Product 48","218 Oakridge Ave., ID"
Shop1,586,"Bako Delicatessen","Product 27","618 Sheriden rd., UT"
Shop1,463,"Deer Lake Inn","Product 50","3901 Chester Ave. Apt. 3C, WY"
Shop1,604,"Masterlands Cleaning","Product 16","433 Burton Ave., DE"
Shop1,44,"Facelift Kitchen and Bath","Product 29","1233 Arbor Rd., AK"
Shop1,762,"Yale Remins Temp Agency","Product 39","2922 Twin Oaks Drive, TX"
Shop1,759,"Mail Boxes Et. Al.","Product 30","2112 Ravine Drive, WY"
Shop1,681,"Glenn Oaks Office Supplies","Product 47","1831 Beverly Place #9D, NH"
Shop1,995,"Tub's Furniture Store","Product 11","788 Tennyson Ave., MI"
Shop1,930,"Shaggy's Grooming Services","Product 4","334 Lynn Terrace, OR"
Shop1,853,"Crossroads Construction, Inc.","Product 20",
Shop1,504,"Glenwood Credit Union","Product 50","3385 University Ave., HI"
Shop1,623,"Cotton Thumb Ltd.","Product 18","4259 W. Lake Ave., VA"
Shop1,952,"Facelift Kitchen and Bath","Product 43","1233 Arbor Rd., AK"
Shop1,203,"Bako Delicatessen","Product 43","618 Sheriden rd., UT"
Shop1,562,"Brand Y Creative Services","Product 31","10 Marquette Rd., DE"
Shop1,324,"Funnyface Amusement Games","Product 15","600 Central Ave, MT"
Shop1,264,"Johnson, Erico & Co CPA's","Product 7",
Shop1,838,"Air Mexico","Product 29","2505 Allison ct., NJ"
Shop1,30,"Acme Chemical Supply","Product 27","201-C Frontage Rd., VT"
Shop1,923,"Yale Remins Temp Agency","Product 9","2922 Twin Oaks Drive, TX"
Shop1,599,"Brand Y Creative Services","Product 4","10 Marquette Rd., DE"
Shop1,199,"Foy Aviation","Product 49","1679 McCraren, MA"
Shop1,619,"Bako Delicatessen","Product 31","618 Sheriden rd., UT"
Shop1,117,"Crossroads Construction, Inc.","Product 42",
Shop1,768,"Acturial Enterprises Ltd.","Product 41","3901 Chester Ave. Apt. 3C, FL"
Shop1,866,"Air Mexico","Product 16","2505 Allison ct., NJ"
Shop1,635,"Gordon & Son Brockerage Ltd.","Product 20","1912 Old Briar Lane #2, KY"
Shop1,67,"Glenn Oaks Office Supplies","Product 17","1831 Beverly Place #9D, NH"
Shop1,780,"Futoons Cartoons Emporium","Product 11","632 Roger Williams, NV"
Shop1,322,"Elm Place Business Supplies","Product 21","1839 McCraren Rd., CO"
Shop1,935,"Truck-X Muffler Repair","Product 4","465 Stratford Rd., CA"
Shop1,216,"Glassman & Stone","Product 18","669 Kikaid, SD"
Shop1,564,"Crosstracks Car Wash","Product 7","3901 Chester Ave. Apt. 3C, NY"
Shop1,56,"Lennox Air Pollution Control","Product 47","600 Central Ave, ND"
Shop1,617,"Acturial Enterprises Ltd.","Product 2","3901 Chester Ave. Apt. 3C, FL"
Shop1,78,"Childress Child Day Care","Product 11","367Bluebird Terr., WV"
Shop1,375,"Nyman Interior Design","Product 44","115 Judson Rd., OR"
Shop1,394,"Caranisco Homes","Product 25","244 Briar Ln, ND"
Shop1,125,"Smith & Wesson Militia","Product 43","1270 Linden Ave., IN"
Shop1,364,"Parkway Auto Body","Product 35","1831 Beverly Place #9D, AK"
Shop1,865,"Lee Stairworks and Carpentry,","Product 50",
Shop1,160,"North West Gas Co.","Product 17","3148 cottonwood Ct., AK"
Shop1,561,"janice Mann Accounting Service","Product 43","965 Marion Place Apt. 65C, NH"
Shop1,890,"Yale Remins Temp Agency","Product 25","2922 Twin Oaks Drive, TX"
Shop1,822,"Lee Stairworks and Carpentry,","Product 42",
Shop1,782,"Truck-X Muffler Repair","Product 48","465 Stratford Rd., CA"
Shop1,665,"Bee Line Publishing","Product 45","3344 Beachwood Ln., AK"
Shop1,800,"Childress Child Day Care","Product 42","367Bluebird Terr., WV"
Shop1,112,"Rythmics Ltd.","Product 12","1839 McCraren Rd., IL"
Shop1,245,"Glenn Oaks Office Supplies","Product 48","1831 Beverly Place #9D, NH"
Shop1,6,"Air Mexico","Product 47","2505 Allison ct., NJ"
Shop1,344,"Moveit Motercycle Service","Product 28","1831 Beverly Place #9D, NY"
Shop1,422,"Peterson Roberts Carpentry","Product 16","2224 Sherman Rd., GA"
Shop1,122,"Michael Montgomery Hair Saloon","Product 47","1575 Oak Ave.  Apt. 2C, DE"
Shop1,190,"Gordon & Son Brockerage Ltd.","Product 15","1912 Old Briar Lane #2, KY"
Shop1,955,"Quad City Cleaning","Product 6","2600 Winsor Mall, OR"
Shop1,713,"Childress Child Day Care","Product 19","367Bluebird Terr., WV"
Shop1,655,"Moveit Motercycle Service","Product 14","1831 Beverly Place #9D, NY"
Shop1,311,"American Deli Workers Union","Product 41","4522 N. Greenview Apt. 1B, AZ"
Shop1,52,"Childress Child Day Care","Product 19","367Bluebird Terr., WV"
Shop1,43,"Crosstracks Car Wash","Product 46","3901 Chester Ave. Apt. 3C, NY"
Shop1,304,"Park District Of America","Product 13","456 Groverland Ave., ME"
Shop1,463,"PGS Associates","Product 27","1234 Devonshire Court, CA"
Shop1,97,"Elm Place Business Supplies","Product 46","1839 McCraren Rd., CO"
Shop1,611,"Green Bay Travel Services","Product 49","1679 McCraren, SC"
Shop1,266,"Darcy Frame and Matting Servic","Product 47","12 Broadview Lane, TX"
Shop1,782,"North West Gas Co.","Product 25","3148 cottonwood Ct., AK"
Shop1,107,"Acturial Enterprises Ltd.","Product 41","3901 Chester Ave. Apt. 3C, FL"
Shop1,81,"Doerner's Awnings and Canopies","Product 48","1795 Lake Cook Rd., AR"
Shop1,943,"Gordon & Son Brockerage Ltd.","Product 27","1912 Old Briar Lane #2, KY"
Shop1,812,"Nyman Interior Design","Product 2","115 Judson Rd., OR"
Shop1,424,"Crossroads Construction, Inc.","Product 11",
Shop1,156,"Lee Stairworks and Carpentry,","Product 23",
Shop1,557,"Lee Stairworks and Carpentry,","Product 33",
Shop1,642,"janice Mann Accounting Service","Product 16","965 Marion Place Apt. 65C, NH"
Shop1,858,"Arthur M. Feildberg Galleries","Product 38","1752 Clinton Ave., CO"
Shop1,597,"Vanity Town","Product 16","242 Ashland Ave., IN"
Shop1,286,"Bill's Dive Shop","Product 9","1954 First St., AZ"
Shop1,321,"Schmidt Denists","Product 26","245 Oakridge Ave., VT"
Shop1,138,"Shaggy's Grooming Services","Product 25","334 Lynn Terrace, OR"
Shop1,335,"Tub's Furniture Store","Product 49","788 Tennyson Ave., MI"
Shop1,68,"Parties Galore Golf Course","Product 21","629 Kincaid Ave., CT"
Shop1,673,"Highland Heights Gift Shop","Product 34","872 Virginia Rd., LA"
Shop1,369,"Shaggy's Grooming Services","Product 28","334 Lynn Terrace, OR"
Shop1,135,"Lennox Air Pollution Control","Product 44","600 Central Ave, ND"
Shop1,903,"Truck-X Muffler Repair","Product 38","465 Stratford Rd., CA"
Shop1,211,"George Lee Antiques","Product 16","244 Briar Ln, CT"
Shop1,783,"Yale Remins Temp Agency","Product 22","2922 Twin Oaks Drive, TX"
Shop1,871,"Johnson, Erico & Co CPA's","Product 43",
Shop1,678,"Keyth Contracting and Repair","Product 39","5518 Madison St., MA"
Shop1,178,"Trapezoid Studios","Product 23","3150 Skokie Valley Rd., KS"
Shop1,518,"Foy Aviation","Product 37","1679 McCraren, MA"
Shop1,294,"George Lee Antiques","Product 27","244 Briar Ln, CT"
Shop1,625,"Bill's Dive Shop","Product 23","1954 First St., AZ"
Shop1,626,"Bako Delicatessen","Product 47","618 Sheriden rd., UT"
Shop1,401,"Quad City Cleaning","Product 45","2600 Winsor Mall, OR"
Shop1,110,"Parkway Auto Body","Product 31","1831 Beverly Place #9D, AK"
Shop1,504,"Johnson, Erico & Co CPA's","Product 11",
Shop1,625,"North West Gas Co.","Product 10","3148 cottonwood Ct., AK"
Shop1,423,"George Lee Antiques","Product 23","244 Briar Ln, CT"
Shop1,338,"Crosstracks Car Wash","Product 22","3901 Chester Ave. Apt. 3C, NY"
Shop1,700,"Truck-X Muffler Repair","Product 37","465 Stratford Rd., CA"
Shop1,731,"Kermit the Pet Shop","Product 34","1077 Court Ave., MN"
Shop1,743,"Vanity Town","Product 7","242 Ashland Ave., IN"
Shop1,52,"Highland Woods City Hall","Product 19","2644 Princeton Ln., MA"
Shop1,213,"Glenn Oaks Office Supplies","Product 20","1831 Beverly Place #9D, NH"
Shop1,925,"janice Mann Accounting Service","Product 40","965 Marion Place Apt. 65C, NH"
Shop1,443,"Childress Child Day Care","Product 4","367Bluebird Terr., WV"
Shop1,43,"New Dehli Auto Exchange","Product 29","618 Sheriden rd., KY"
Shop1,490,"Parkway Auto Body","Product 46","1831 Beverly Place #9D, AK"
Shop1,230,"Nirabi Auto Service","Product 12","14836 W. River Oaks Dr., AR"
Shop1,290,"Parkway Auto Body","Product 46","1831 Beverly Place #9D, AK"
Shop1,39,"Parties Galore Golf Course","Product 43","629 Kincaid Ave., CT"
Shop1,252,"Facelift Kitchen and Bath","Product 9","1233 Arbor Rd., AK"
Shop1,879,"Jay's Cabinet Company","Product 21","3901 Chester Ave. Apt. 3C, CT"
Shop1,103,"Mail Boxes Et. Al.","Product 6","2112 Ravine Drive, WY"
Shop1,401,"Childress Child Day Care","Product 46","367Bluebird Terr., WV"
Shop1,705,"Facelift Kitchen and Bath","Product 17","1233 Arbor Rd., AK"
Shop1,478,"Yale Remins Temp Agency","Product 48","2922 Twin Oaks Drive, TX"
Shop1,21,"Futoons Cartoons Emporium","Product 31","632 Roger Williams, NV"
Shop1,368,"Glenn Oaks Office Supplies","Product 5","1831 Beverly Place #9D, NH"
Shop1,339,"Masterlands Cleaning","Product 7","433 Burton Ave., DE"
Shop1,823,"Elm Place Business Supplies","Product 34","1839 McCraren Rd., CO"
Shop1,883,"Keyth Contracting and Repair","Product 48","5518 Madison St., MA"
Shop1,42,"Hibbard Road Suppliers","Product 34","1575 Oakwood Ave., WI"
Shop1,743,"Shaggy's Grooming Services","Product 44","334 Lynn Terrace, OR"
Shop1,520,"Trapezoid Studios","Product 35","3150 Skokie Valley Rd., KS"
Shop1,139,"Hi-Land Art & Frame","Product 45","135 Lakewood place, CT"
Shop1,467,"Nirabi Auto Service","Product 3","14836 W. River Oaks Dr., AR"
Shop1,540,"Crosstracks Car Wash","Product 3","3901 Chester Ave. Apt. 3C, NY"
Shop1,28,"Deer Lake Inn","Product 48","3901 Chester Ave. Apt. 3C, WY"
Shop1,706,"Got It All Electronics Supply","Product 29","550 Sheridan, NV"
Shop1,347,"Yale Remins Temp Agency","Product 40","2922 Twin Oaks Drive, TX"
Shop1,90,"Bill's Dive Shop","Product 50","1954 First St., AZ"
Shop1,231,"Acturial Enterprises Ltd.","Product 18","3901 Chester Ave. Apt. 3C, FL"
Shop1,22,"Brand Y Creative Services","Product 10","10 Marquette Rd., DE"
Shop1,716,"Doerner's Awnings and Canopies","Product 11","1795 Lake Cook Rd., AR"
Shop1,605,"Smith & Wesson Militia","Product 17","1270 Linden Ave., IN"
Shop1,641,"Jay's Cabinet Company","Product 43","3901 Chester Ave. Apt. 3C, CT"
Shop1,509,"Dean Barnett Furniture Repair","Product 13","425 Lake Ave., WY"
Shop1,609,"Gordon & Son Brockerage Ltd.","Product 44","1912 Old Briar Lane #2, KY"
Shop1,753,"Doll House Rock","Product 34","54 Lakeview Terrace, NY"
Shop1,769,"Cutter Lawn Mower Repair","Product 26","965 Marion Place Apt. 65C, MT"
Shop1,933,"Eva Galler Galleries Inc.","Product 11","505 N. Frances St., NH"
Shop1,485,"Hi-Land Art & Frame","Product 26","135 Lakewood place, CT"
Shop1,692,"Nirabi Auto Service","Product 47","14836 W. River Oaks Dr., AR"
Shop1,844,"janice Mann Accounting Service","Product 4","965 Marion Place Apt. 65C, NH"
Shop1,869,"Vanity Town","Product 13","242 Ashland Ave., IN"
Shop1,98,"Glenwood Credit Union","Product 20","3385 University Ave., HI"
Shop1,529,"Resnick DDS","Product 16","917 Fairview Ave.  Apt. 982, GA"
Shop1,855,"Elm Place Business Supplies","Product 30","1839 McCraren Rd., CO"
Shop1,724,"Resnick DDS","Product 41","917 Fairview Ave.  Apt. 982, GA"
Shop1,428,"Salt & Pepper Catering Service","Product 45","42 Valley Rd., AK"
Shop1,462,"Bako Delicatessen","Product 25","618 Sheriden rd., UT"
Shop1,981,"Cradle the Call","Product 46","42 Valley Rd., PA"
Shop1,42,"Glenn Oaks Office Supplies","Product 16","1831 Beverly Place #9D, NH"
Shop1,213,"Foy Aviation","Product 40","1679 McCraren, MA"
Shop1,873,"Glassman & Stone","Product 49","669 Kikaid, SD"
Shop1,24,"Resnick DDS","Product 44","917 Fairview Ave.  Apt. 982, GA"
Shop1,982,"Bee Line Publishing","Product 49","3344 Beachwood Ln., AK"
Shop1,137,"Vanity Town","Product 19","242 Ashland Ave., IN"
Shop1,366,"Salt & Pepper Catering Service","Product 49","42 Valley Rd., AK"
Shop1,533,"Eva Galler Galleries Inc.","Product 42","505 N. Frances St., NH"
Shop1,472,"Car Suite Cleaners","Product 11","218 Oakridge Ave., ID"
Shop1,58,"Got It All Electronics Supply","Product 21","550 Sheridan, NV"
Shop1,207,"Parkway Auto Body","Product 37","1831 Beverly Place #9D, AK"
Shop1,537,"Gourmet the Frog","Product 7","970 Vilas Circle, CA"
Shop1,65,"Crosstracks Car Wash","Product 50","3901 Chester Ave. Apt. 3C, NY"
Shop1,147,"Parkway Auto Body","Product 15","1831 Beverly Place #9D, AK"
Shop1,273,"Keyth Contracting and Repair","Product 2","5518 Madison St., MA"
Shop1,992,"Moveit Motercycle Service","Product 28","1831 Beverly Place #9D, NY"
Shop1,416,"Elle Hypnosis and Therapy Cent","Product 28","1450 Harding Ave., LA"
Shop1,794,"Deer Lake Inn","Product 2","3901 Chester Ave. Apt. 3C, WY"
Shop1,786,"Childress Child Day Care","Product 32","367Bluebird Terr., WV"
Shop1,930,"Lennox Air Pollution Control","Product 47","600 Central Ave, ND"
